TEST_NAME	TEST_ID	COUNT	top_prevalence	has_unit_data
s-beta-1	5597575	562	0.0	False
pt-gfrekys	23315	561	100.0	True
u-alb	100273	561	100.0	True
vb-emäsylimäärä	9074	560	100.0	True
s-beta-2	5597576	560	0.0	False
b-pco2	3000104	559	100.0	True
b-be	3000105	559	100.0	True
s-shbg	2737	559	100.0	True
b-ph	3000103	558	100.0	True
p-hco3	3000106	558	100.0	True
b-po2	3000107	558	100.0	True
p-amyl	604420	558	100.0	True
s-gamma	5597577	556	0.0	False
s-hepyabg	3954	556	98.43	True
p-psa-suh	1635177	555	0.0	False
fp-gluk	1101468	555	100.0	True
mittaustulos(mmol/l)	Trom318	552	0.0	False
p-aptt	3002783	552	100.0	True
p-alaniiniaminotransferaasi	1024	550	100.0	True
p-t3-v	7037276	549	100.0	True
p-antifxa	604282	547	98.55	True
p-tt-inr	103576	545	100.0	True
s-ca-i7.4	10299	544	100.0	True
p-t4v	4832	543	100.0	True
p-fidd-o	7035802	543	100.0	True
vb-ph-vt	11570	542	0.0	False
oma-inr	601064	542	0.0	False
p-prl	4830	542	100.0	True
p-pct	1773	542	80.51	True
p-tpoab	607657	541	0.0	False
oma-u-tutk,u-alb-o	4601161_4	539	0.0	False
u-krea	604314	539	100.0	True
b-leuc-v	0127	538	0.0	False
s-tsh	4002832	538	100.0	True
nu-alb	1606685	538	0.0	False
u-muulier	606695	537	100.0	True
u-levyep	606692	537	100.0	True
u-hyalier	606694	537	100.0	True
u-pienep	606693	537	100.0	True
oma-u-tutk,u-eryt-o	4601161_7	537	0.0	False
vb-be	152	535	100.0	True
oma-gluk	7371081	535	0.0	False
s-gamma	8955	535	100.0	True
p-t4-v	636763	531	100.0	True
u-eryt	606690	529	100.0	True
s-ca-ion	621417	528	0.0	False
b-hb,tk	602081	528	0.0	False
u-osmole	3945815	527	100.0	True
p-inr-o	50220	525	0.0	False
pika-crp	601455	525	0.0	False
s-tfr	1949	524	100.0	True
s-d-25	101220	522	100.0	True
u-bakt	0919	522	0.0	False
i-staturea	akiea0051	522	0.0	False
b-glukoosi,hoitoyksikönvieritesti,kokoveri	23229	521	0.0	False
p-afos	7010033	521	100.0	True
s-e2	1366	521	100.0	True
p-d-25	101220	520	100.0	True
b-peth	12510	520	100.0	True
l-ly	3223	519	70.59	True
u-phstix	0105	518	0.0	False
li-igg/alb	3290	517	100.0	True
p-kysc	3004507	517	100.0	True
pt-gfre	2673263	516	0.0	False
l-monos	3230	516	98.19	True
s-cdt	6004101	516	100.0	True
p-tfr	603042	514	0.0	False
s-mkomp-2	8957	514	100.0	True
u-alb	606901	514	0.0	False
p-asat	2605264	513	100.0	True
b-hb	0121	513	0.0	False
p-ck-mbm	607466	511	100.0	True
s-mkomp-3	8958	510	100.0	True
u-leuk	606691	510	100.0	True
s-k/l-s-v	616263	510	0.0	False
b-la	4002203	508	100.0	True
p-psa	613258	506	100.0	True
fp-trigly	1605285	505	100.0	True
l-lymf	0366	505	100.0	True
s-mkomp-4	8959	504	100.0	True
du-ca	1002011	502	100.0	True
s-ana	1002819	501	0.0	False
s-ca-iona	11564	501	100.0	True
b-hba1c/pi	1632285	501	0.0	False
p-haptog	1001545	500	100.0	True
fs-folaat	101416	498	100.0	True
u-suhtih	647862	498	0.0	False
pikau-stix,u-ph	602556_4	498	0.0	False
p-crp-o	8818	496	100.0	True
s-epo	1339	495	68.57	True
b-hkr	101358	495	61.52	True
p-shbg	1002737	495	100.0	True
oma-ghb-a1c	473	494	0.0	False
fp-kol-hdl	1605268	494	100.0	True
nu-alb	4836	494	100.0	True
p-tnt	621002	493	0.0	False
p-iga	650027	492	0.0	False
b-hba1c	614731	492	100.0	True
s-ana	2819	492	100.0	True
s-adali	6382	491	100.0	True
fp-pi	1605029	491	100.0	True
pt-gfreep	2663222	489	0.0	False
b-6-me-mp	21214	488	0.0	False
p-apcres.	13893	488	0.0	False
b-hba1c	3897005	487	100.0	True
s-iga	1666	486	100.0	True
u-albkre	600248	485	100.0	True
du-ca	2011	485	98.22	True
p-ca	645506	485	100.0	True
vb-pco2-vt	11573	485	0.0	False
fp-laktaat	2184	484	100.0	True
b-co	6164	483	100.0	True
u-ph	602090	482	0.0	False
b-6-tgn	21013	482	0.0	False
p-inr(pikamittari)	akivo0007	479	100.0	True
vieri-crp	999	477	0.0	False
b-crp-ospkl	604629	477	0.0	False
p-haptog	20476	477	100.0	True
p-fe	1605016	476	100.0	True
pf-ph	5345	473	0.0	False
crp(vo:nyhteydessäotettu),tth	515000	470	100.0	True
crppika	1217	470	100.0	True
u-albkre	613055	468	100.0	True
p-psa-v	2650740	467	0.0	False
s-bil	1185	466	100.0	True
ab-be	150	465	100.0	True
fp-transf	2603428	465	100.0	True
p-tsh	2738611	464	0.0	False
s-lh	3002265	463	79.14	True
cb-inrpika	11451	463	0.0	False
b-crp-os	604629	462	0.0	False
u-alb	101029	461	100.0	True
b-erblast	50610	461	100.0	True
ab-be	0063	460	100.0	True
s-hcgbv/d	3945257	459	0.0	False
neut	612	458	100.0	True
p-lh	1002265	458	0.0	False
fibrosis-4-indeksi	21799	458	0.0	False
mb-be	5429	458	100.0	True
p-psa-suh	3636303	458	0.0	False
s-beta-2	8954	457	100.0	True
s-t4-v	2836	456	100.0	True
p-osmol	4857	456	100.0	True
b-cr	13010	456	100.0	True
-trfesat	651773	455	0.0	False
u-suht-hy	0367	453	0.0	False
s-osmol	2443	450	100.0	True
s-shbg	3002737	449	100.0	True
s-album	8950	446	100.0	True
nu-albkrea	606082	445	0.0	False
f-elast1	1718	444	100.0	True
b-hba1c	2644700	442	0.0	False
eosin	11584	441	100.0	True
u-krea	0581	440	100.0	True
p-tnt	610556	440	100.0	True
u-phstix	PAIKALLINEN5569008	439	0.0	False
s-k/l-s-v	0996	439	0.0	False
vb-be	4933	439	100.0	True
p-alb	1605324	439	100.0	True
f-elast1	1001718	438	100.0	True
p-tfr	1603042	438	100.0	True
p-psa	10015844	437	100.0	True
i-stathb	akiea0018	437	0.0	False
s-hcg	3002122	436	62.34	True
s-beta-1	8953	435	100.0	True
p-asat	1605004	435	100.0	True
pt-gfreepio1	90062	434	100.0	True
s-mkomp-1	5597578	434	0.0	False
s-alfa-1	8951	432	100.0	True
du-prot	2513	431	72.86	True
u-hb-o	6001556	431	0.0	False
pt-gfreepi	2738770	429	0.0	False
p-bnp	650661	429	100.0	True
s-alfa-2	8952	428	100.0	True
li-igg	1675	427	99.03	True
u-krea	4002145	426	100.0	True
u-seulont,ph	606400_3	423	0.0	False
s-pölyer	7154	423	0.0	False
u-gluk-o	6001479	422	0.0	False
b-krea	13053	421	0.0	False
p-hcg-tot	21251	421	0.0	False
b-k	12447	420	0.0	False
ab-be	0766	420	100.0	True
vb-caionvt	11588	420	100.0	True
pikahb	601215	419	0.0	False
b-na	12448	418	0.0	False
u-keto-o	6001122	418	0.0	False
p-psa	7010628	418	100.0	True
b-eos	4001330	417	100.0	True
u-nitr-o	6003094	416	0.0	False
b-neut	4003238	416	100.0	True
li-igg-ind	224	415	0.0	False
b-eos	1332	413	99.58	True
s-tpoab	1004028	413	0.0	False
p-psa-suh	609297	413	0.0	False
b-inr-pik	2630673	412	0.0	False
p-uraat	1605270	412	100.0	True
b-hb-a1c	7010327	411	100.0	True
fp-b6-vit	6080	411	100.0	True
p-fidd	104113	411	100.0	True
kolesterolinjahdl-kolesterolinsuhde	VI0020	411	0.0	False
p-psa	1615989	410	100.0	True
nu-albkrea	3630765	410	0.0	False
oma-crp	10011274	410	0.0	False
p-afos	1605244	410	100.0	True
pt-audio/i	2279505	410	0.0	False
b-mono	9231	409	99.98	True
p-tfr	604443	408	100.0	True
p-igg	616268	408	100.0	True
p-c3	4545	408	100.0	True
l-lymf(a)	4009235	407	100.0	True
cp-gluk	1605207	407	100.0	True
b-ly	4003223	407	100.0	True
b-monos	4003230	407	100.0	True
l-baso(a)	4001168	407	100.0	True
l-mono(a)	4000399	407	100.0	True
pappakmom	3945256	407	0.0	False
b-hb	101552	407	100.0	True
l-eos(a)	4001332	407	100.0	True
ntkmom	3945255	407	0.0	False
b-baso	4003157	407	100.0	True
l-neut(a)	4000398	407	100.0	True
hcgbvkmom	3945258	406	0.0	False
p-korsol	7037273	406	100.0	True
p-bil	1605325	405	100.0	True
s-dmklots	4208	405	60.81	True
u-leuk-o	6002223	405	0.0	False
pt-ekg-12	1270	405	0.0	False
punasolujenerittelylaskenta	20408	404	0.0	False
l-mono	9213	403	100.0	True
fs-folaat	2101416	401	100.0	True
u-prot-o	6001030	400	0.0	False
u-kemseul,omin.p	1881_OMIN.P	399	0.0	False
s-psa-v/t	622478	398	0.0	False
s-k/l-s-v	0339	396	100.0	True
b-konedif,lymf	603012_2	395	0.0	False
b-konedif,eos	603012_4	395	0.0	False
b-konedif,neutro	603012_1	395	0.0	False
b-konedif,baso	603012_5	395	0.0	False
u-alb	4001029	395	100.0	True
p-pct	6462	395	100.0	True
b-konedif,monos	603012_3	395	0.0	False
b-hba1c/pika	1632285	393	0.0	False
p-kol-ldl	1674162	392	0.0	False
b-qr-crp	5017728	392	100.0	True
p-fsh	7037272	390	100.0	True
s-c1inh	1209	390	100.0	True
mittaustulos(mg/l)	Mit403	390	0.0	False
p-c-reaktiivinenproteiinipikahoitoyksiköt	8518	389	100.0	True
s-ttgaba	1020053	387	100.0	True
s-tpoab	6004028	387	100.0	True
b-leuk	102218	386	100.0	True
vb-ahco3vt	11581	386	100.0	True
s-valpr	6003681	386	100.0	True
p-gt	1605248	386	100.0	True
s-psa	103642	384	100.0	True
b-tbifng	6173	382	93.97	True
u-suhti	102715	382	100.0	True
ab-be	4913	381	100.0	True
fp-krea	1002143	380	100.0	True
p-glukhoi	8512	380	100.0	True
ab-be	45136	378	100.0	True
f-calpro	7354384	377	100.0	True
happamuusaste	1530	377	0.0	False
u-gluk-o	0479	377	0.0	False
p-ferrit	608791	376	100.0	True
u-keto-o	0022	376	0.0	False
s-borrabm	3004096	374	0.0	False
s-mg	2303	373	100.0	True
p-glukoosipikahoitoyksiköt	8512	373	100.0	True
5400	5400	373	0.0	False
u-ph-o	0303	373	0.0	False
oma-pt-ekg	7029004	372	0.0	False
cu-alb-mi	1004084	371	100.0	True
s-ph	10492	370	0.0	False
cp-inr-vt	8162	369	0.0	False
pf-ph	10193	369	0.0	False
p-c4	4546	369	100.0	True
p-gt	101489	368	100.0	True
b-leuk/pi	3636214	367	0.0	False
s-t3-v	2775	365	100.0	True
e-rdw	632931	365	100.0	True
p-psa	603269	364	100.0	True
p-d-25	2901445	364	100.0	True
p-krea	21422	363	100.0	True
p-kalium	1999	363	100.0	True
b-eryt	101341	362	100.0	True
s-igg	1676	362	100.0	True
e-mch	101558	361	100.0	True
pf-ph	50056	361	0.0	False
p-tyreotropiini	4831	361	98.98	True
p-psa-v	622555	360	100.0	True
pikau-sti,u-leuk-o	602556_7	359	0.0	False
pikau-sti,u-prot-o	602556_5	359	0.0	False
pikau-sti,u-keto-o	602556_2	359	0.0	False
pikau-sti,u-eryt-o	602556_3	359	0.0	False
s-t4-v	102836	359	100.0	True
pikau-sti,u-nitr-o	602556_6	359	0.0	False
b-keto/pik	20	358	0.0	False
pikau-sti,u-gluk-o	602556_1	358	0.0	False
u-tutk-1	3268	358	0.0	False
pikau-sti,u-ph	602556_4	358	0.0	False
u-omin.p-	4053014	358	0.0	False
p-tt-inr	600607	358	100.0	True
p-hcg-tot	633200	358	0.0	False
b-neut	N689	358	0.0	False
p-psa	10015839	357	100.0	True
s-ace	1001092	356	0.0	False
ps-crp	602398	356	0.0	False
b-baso	1168	355	100.0	True
leuk-pika	604532	353	100.0	True
du-prot	1002513	352	100.0	True
s-puumabm	3528	352	0.0	False
s-klotsa	7003964	352	100.0	True
p-kol-ldl	3663264	351	0.0	False
s-d-1,25	3003163	351	0.0	False
cb-be	0101	350	100.0	True
b-hba1c/pika	3657981	349	0.0	False
b-hkr	610021	349	100.0	True
s-dmklots	6004208	349	100.0	True
u-nitr-o	0094	348	0.0	False
u-albkrea	614987	347	100.0	True
s-sappih	3003379	347	100.0	True
cb-be	313	346	100.0	True
fs-sappih	3379	346	100.0	True
emäsylimäärä,valtimoveri	5382	346	100.0	True
hb-pika	604533	345	100.0	True
p-probnp	1632369	345	0.0	False
b-trom	102791	344	100.0	True
u-suhti-o	2715	344	0.0	False
b-fosfatidyylietanoli	14303	344	0.0	False
ca++/ph7.4	9551	343	100.0	True
b-crp-o	9700	342	0.0	False
vb-ph	0341	341	0.0	False
p-rf	2629868	340	0.0	False
p-ca	1605328	340	100.0	True
du-tilav	3000208	338	100.0	True
s-mypnabg	1004150	337	0.0	False
s-smab	3324	337	100.0	True
s-psa-suh	4637	337	99.22	True
s-hepyabg	1003954	337	87.5	True
cb-be	45139	336	100.0	True
u-pienep	3967099	335	0.0	False
s-koivue	7015	334	0.0	False
p-psa-v	4059090	334	0.0	False
u-albkre	10015113	334	100.0	True
u-prot-o	0030	333	0.0	False
b-hb-a1c	1560	333	93.78	True
u-levyep	3967098	333	0.0	False
s-toxoabg	2749	333	100.0	True
p-urea	1605077	331	100.0	True
p-tromboplastiiniaika-pika,inrpika-tulos	50489	331	0.0	False
p-tnt	1629464	331	0.0	False
s-t4-v	4002836	329	100.0	True
nu-alb	2606685	329	0.0	False
u-epit	1630670	329	0.0	False
l-mono	0915	328	100.0	True
du-prot	3002513	328	95.76	True
u-osmole	1635090	328	0.0	False
l-lymf	9212	327	100.0	True
l-lymf	0903	327	100.0	True
p-preurea	11500	326	100.0	True
p-non-hdl	7908	326	0.0	False
inr-vieri	96	326	0.0	False
p-amylp	1634830	326	0.0	False
li-gluk	1470	326	100.0	True
u-osmole	617905	326	100.0	True
b-leuk-vt	6589	326	100.0	True
s-afp	1001040	326	100.0	True
p-igm	616269	325	100.0	True
ab-ph(t)	0007	325	0.0	False
l-eos	0912	324	100.0	True
s-ige	6001673	324	100.0	True
p-t4-v	3959916	324	100.0	True
vb-bepika	14233	324	100.0	True
p-d-25	609559	324	0.0	False
psa-v/psa	610015	323	100.0	True
p-psa-v	610014	323	100.0	True
u-albkre	604312	323	100.0	True
b-hba1c	3632264	323	0.0	False
p-pc	3003435	322	100.0	True
s-timotee	7009	321	100.0	True
s-ca19-9	3003412	321	100.0	True
p-prl	1605031	320	100.0	True
u-phstix	9004	318	0.0	False
b-ly	7010064	318	100.0	True
u-ph	101530	318	0.0	False
ab-be	0204	317	100.0	True
u-levyep	3658861	316	0.0	False
u-albkre	603121	316	100.0	True
s-dgpabg	618505	316	0.0	False
oma-fp-glu	602182	316	0.0	False
u-sakka,leuk	102600_2	316	0.0	False
s-prot	6002516	316	100.0	True
u-pienep	3658862	315	0.0	False
u-huum-7,ph	606595_8	315	0.0	False
pappakmom	3897207	313	0.0	False
cu-alb-mi	4084	313	100.0	True
ntkmom	3897206	313	0.0	False
hcgbvkmom	3897209	313	0.0	False
u-sakka,epit	102600_3	311	0.0	False
s-tpoab	3004028	311	67.55	True
p-inr	3576	311	0.0	False
p-reninm	6339	311	100.0	True
p-haptog	617396	309	100.0	True
p-inr-vt	653	308	0.0	False
u-krea	1102145	306	100.0	True
u-ph	10099	305	0.0	False
u-sakka,makrof	102600_4	305	0.0	False
b-lymf	9230	305	100.0	True
sao2	9743	305	0.0	False
p-kol	1674160	304	0.0	False
u-ph	375	304	0.0	False
p-psa-suh	603960	304	100.0	True
p-psa-v	603959	304	100.0	True
p-hcg	7034641	304	100.0	True
b-hba1c	603188	303	100.0	True
u-sakka,eryt	102600_1	303	0.0	False
p-antifxa	1003828	303	100.0	True
psa-v/psa	602225	303	100.0	True
fp-nh4-ion	3001071	302	100.0	True
u-sakka,lier	102600_5	302	0.0	False
fb-gluk	1467	302	100.0	True
p-asat	605264	302	100.0	True
u-ph-o	PAIKALLINEN103667	301	0.0	False
s-olants	3001900	301	100.0	True
ps-inr	602401	300	0.0	False
u-ominaisp	akiosa0009	300	0.0	False
e-retik	6002582	300	100.0	True
plasmaninr(k)	3576	299	0.0	False
p-lh	6367	299	100.0	True
fp-urea	3004573	298	100.0	True
fs-sappih	1003379	298	100.0	True
s-kalsium,ionisoitunut	597	297	100.0	True
p-tt-inr	615121	296	0.0	False
b-gluk	0111	295	0.0	False
b-ti	6166	295	100.0	True
l-blastit	674	295	100.0	True
b-erytrosyytit,tilavuusosuus	0639	295	0.0	False
p-probnp	3636089	293	0.0	False
fs-rf	3003550	293	100.0	True
u-leuk.	14057	292	100.0	True
l-metamye	677	292	100.0	True
u-eryt.	14056	292	100.0	True
s-ca12-5	3003414	291	100.0	True
u-ph	600334	291	0.0	False
u-albkrea	606080	291	0.0	False
p-t4-v	2738612	291	0.0	False
epit.solut	14058	291	0.0	False
p-tni	621001	289	0.0	False
u-osmol	3002444	289	100.0	True
s-borrabm	4096	289	100.0	True
sy-leuk	1003080	289	100.0	True
fs-pth	1603680	289	0.0	False
s-dnanab	1261	288	58.48	True
b-retik	7354422	288	100.0	True
b-baso	7010065	288	100.0	True
b-monos	7010066	288	100.0	True
pt-fvspido	618833	288	0.0	False
pt-fvspiro	1002680	287	0.0	False
l-myelos	676	286	100.0	True
s-klotsa	602622	285	100.0	True
fp-trfesat	8855	285	100.0	True
u-leuk-o	0222	284	0.0	False
cb-inr-oma	21392	284	0.0	False
s-vlseabm	618440	284	0.0	False
p-omagluk	600554	284	0.0	False
p-t4-v	4077050	283	100.0	True
b-inr-vt	6597	283	0.0	False
s-hepyabg	3003954	282	100.0	True
s-li	6002260	282	100.0	True
p-bnp	620999	282	0.0	False
p-myogl	615783	282	0.0	False
emäsylimäärä,koneveri	5429	281	0.0	False
pt-gfreep	21218	281	0.0	False
b-la	1102203	281	100.0	True
u-kemseul,ph	103268_5	279	0.0	False
s-k/l-s-v	9055	279	0.0	False
p-amyl	1605266	279	100.0	True
kol/hdl	5008	278	0.0	False
p-crp	2605304	278	100.0	True
fp-c-pept	616725	278	0.0	False
baso	3157	277	100.0	True
u-phv	1364	275	0.0	False
b-hba1c/pi	3657981	275	0.0	False
fs-transferiininrautakyllästeisyys	10100	275	0.0	False
p-tt	615925	275	0.0	False
s-hcgbv/d	608216	274	0.0	False
p-kol-hdl	1674161	274	0.0	False
s-papp-a	2628524	274	0.0	False
fe-folaat	604293	274	100.0	True
emäsylimäärä,laskimoverestä,pikatesti	14233	273	0.0	False
lieriöt	14059	273	100.0	True
u-suhtih	373	272	0.0	False
s-k/l-s-v	0626	272	0.0	False
ab-ph	9452	272	0.0	False
l-promyel	675	272	100.0	True
sy-solut	3002658	272	0.0	False
p-rf	1605251	271	100.0	True
-transf	20426	269	100.0	True
du-iglck	98320	269	0.0	False
p-probnp	2897325	269	0.0	False
p-tt-inr	104520	268	100.0	True
kolesterolinjahdl-kolest.suhde	0020	268	0.0	False
:glutamyylitransferaasi-desialotransferriini-indeksi	50526	268	0.0	False
u-sakka,muuta	102600_6	267	0.0	False
s-ph	4008523	267	0.0	False
p-iga	1605019	267	100.0	True
oma-b-hb	1601420	267	100.0	True
p-trigly	1674163	267	0.0	False
u-eryt-o	0045	266	0.0	False
u-bakt	9271	266	0.0	False
s-koirhie	7040	266	100.0	True
s-rasvahappotasapaino	0643	265	0.0	False
s-sydäntautiriskinpisteytys	0646	265	0.0	False
s-diabetesresistenssi	0649	265	0.0	False
u-epit	603953	265	100.0	True
s-kisshie	7039	265	100.0	True
s-kolesterolitasapaino	0642	265	0.0	False
s-pölyer	3000507	265	0.0	False
s-dheas	3166	265	100.0	True
p-ck	102134	265	100.0	True
s-tulehdus	0641	265	0.0	False
s-tyypin2diabetesriskinpisteytys	0648	265	0.0	False
s-verensokeri	0650	265	0.0	False
s-healthindex(nhi)	0640	265	0.0	False
s-sydämenikä	0644	265	0.0	False
p-fviii.	3008091	264	100.0	True
u-tutk-1,ph	3268_PH	264	0.0	False
u-eryt	603952	264	100.0	True
p-crp-vt	620739	263	0.0	False
u-lier	603954	263	100.0	True
virtsansolujenhl7-siirtoon	50200	262	0.0	False
b-hb-vt	10148	262	100.0	True
cp-c-reaktiivinenproteiini,ihopiston,hoitoyksikössä	0181	261	0.0	False
u-osmol	1002444	261	100.0	True
ua-be	8918	261	100.0	True
ab-be	0100	260	100.0	True
b-hkr	600776	259	0.0	False
b-hba1c	604112	259	100.0	True
s-hepyaba	3953	258	100.0	True
l-neutrofiilit	10459	258	100.0	True
l-lymfosyytit	10465	258	100.0	True
s-omega-6-rasvahappojensuhdenomega-3-rasvahappo	0620	258	0.0	False
u-huum-7,ominaispaino	606595_9	257	0.0	False
b-neutrofiilit	10754	257	100.0	True
du-prot	6002513	257	100.0	True
suhteellinentiheys(kval)	0715	256	0.0	False
p-rf	3550	256	76.96	True
p-rf	3629868	256	0.0	False
pt-gfre-md	609327	255	0.0	False
p-psa-suh	7010627	255	100.0	True
pt-gfreepi	10110	255	0.0	False
u-kemseul,op	103268_3	254	0.0	False
s-monityydyttymättömienrasvahappojensuhdekerta	0619	254	0.0	False
s-k/l-s-v	20114	253	0.0	False
fp-ctx	616804	253	0.0	False
fs-c-pept	2503	253	100.0	True
u-leuk	602092	252	0.0	False
b-lymf	3223	252	100.0	True
fb-folaat	609485	251	100.0	True
p-rf	605269	251	100.0	True
s-tshrab	606133	251	0.0	False
u-krea	617804	251	0.0	False
b-eosinofiilit	10753	250	100.0	True
fs-fe	2566	248	100.0	True
fp-nh4-ion	1001071	248	100.0	True
l-neut	0905	248	100.0	True
p-psa-suh	613260	247	100.0	True
virtsam.	637191	247	0.0	False
p-psa-v	613259	247	100.0	True
b-eryt	600774	246	100.0	True
b-leuk	600773	246	100.0	True
cb-hbo2sat	1534	246	100.0	True
b-leuk-vt	622078	246	0.0	False
b-trom	600777	246	100.0	True
leukosyytit	2218	246	100.0	True
pt-glomerulustensuodatusnopeus,estimoitu,mdrd-kaava	6000	246	100.0	True
p-c-pept	576	246	100.0	True
b-hb	600775	246	100.0	True
p-psa-v	104254	245	100.0	True
s-igm	1688	245	100.0	True
l-ly	1605113	245	100.0	True
s-klotsa	2003964	245	100.0	True
l-neut	1605331	244	100.0	True
fe-folaat	1101414	244	100.0	True
cb-gluk-vt	3616	243	100.0	True
l-baso	0913	243	100.0	True
ly-cd4/cd8	0869	242	0.0	False
s-hcgbv/d	2897208	242	100.0	True
s-pujoe	7024	242	100.0	True
p-khoi	8533	242	100.0	True
p-prealb	617016	242	100.0	True
s-haptog	3001545	242	100.0	True
p-alb	7010035	241	100.0	True
u-alb/kre,u-krea	601384_3	241	0.0	False
u-gluk	602091	241	0.0	False
vp-gluk-0h	608612	240	0.0	False
b-hba1c-oma	2632285	239	0.0	False
-cdt	20425	239	100.0	True
u-kemseu,ph	103268_5	239	0.0	False
pappakmom	608215	238	0.0	False
ntkmom	608214	238	0.0	False
oma-hb	614033	238	0.0	False
s-dnanab	1001261	238	100.0	True
s-testovl	6451	237	100.0	True
b-hkr	0210	237	0.0	False
p-crp	625398	237	100.0	True
ab-hco3-st	153	236	100.0	True
s-ssaab	3322	236	100.0	True
vp-gluk-2h	608613	235	0.0	False
s-ccpab	613001	235	0.0	False
p-probnp	2645000	235	0.0	False
hcgbvkmom	608217	235	0.0	False
ab-ph	0320	235	0.0	False
b-leuk-vt	11018	234	100.0	True
s-epo	3001339	233	93.61	True
mb-be	9243	233	100.0	True
pt-gfre	3743355	232	0.0	False
p-ca	2605328	232	100.0	True
s-iglck-v	606137	232	0.0	False
l-monos	1605115	232	100.0	True
p-tsh	626020	231	0.0	False
s-antitry	1001038	231	100.0	True
pt-gfre-md	604820	231	100.0	True
s-ssbab	3323	230	100.0	True
p-kaliumpikahoitoyksiköt	8533	230	100.0	True
s-ige	1001673	229	100.0	True
li-alb	1027	229	99.06	True
p-lakthoi	8510	228	100.0	True
s-dpteroe	7105	228	100.0	True
s-gadab	1004400	228	0.0	False
120mp-glu	100115	228	100.0	True
p-probnp	610558	228	100.0	True
cyp4f2-geeninnukleotidivariaatiot,dna-tutkimus	14590	228	0.0	False
s-hepyaba	3003953	227	100.0	True
vb-na-vt	PAIKALLINEN5604597	227	0.0	False
fs-a-vit	1113	227	100.0	True
l-monosyytit	10466	227	100.0	True
vb-k-vt	PAIKALLINEN5604598	226	0.0	False
s-tsh	603079	226	100.0	True
s-k/l-s-v	604268	226	0.0	False
s-iglcl-v	606138	226	0.0	False
b-hkr	1101358	226	99.93	True
du-prot	3025130	225	100.0	True
fp-nh4-ion	1071	224	100.0	True
u-kemseu,op	103268_3	224	0.0	False
phadiatop	1000970	224	100.0	True
s-cdt	104101	223	100.0	True
l-neut	9211	223	100.0	True
p-laktaattipikahoitoyksiköt	8510	222	0.0	False
u-suhtih	602223	222	0.0	False
s-lzm	1002289	222	100.0	True
vb-hb-vt	PAIKALLINEN5604599	222	0.0	False
s-igg	11676	221	100.0	True
s-chpnabg	3004294	221	100.0	True
e-mcv	101357	220	100.0	True
s-p�lyer	7154	220	0.0	False
u-lier	1615358	219	100.0	True
p-ld	1605025	219	100.0	True
u-eryt	1615356	219	100.0	True
p-probnp	602564	218	100.0	True
b-inrvieri	9040	218	0.0	False
u-epit	1615359	218	100.0	True
u-leuk	1615357	217	100.0	True
s-alb	577	217	0.0	False
u-na	3002386	217	100.0	True
u-baktvi	101155	216	0.0	False
s-digoks	6001256	216	100.0	True
u-prot	0471	215	100.0	True
s-borabmv	14524	215	100.0	True
p-ca-albk	6384	214	100.0	True
glukoosi,pikatesti,veri	23251	214	0.0	False
u-omin.p-pika	4053014	214	0.0	False
f-calpro	4871	214	100.0	True
oma-p-gluk	625874	213	0.0	False
p-ph	7368423	212	0.0	False
p-psa-suh	2900845	211	100.0	True
s-gt	1489	211	99.88	True
p-kalsium,ionisoitunutpika,hoitoyksiköt	8535	210	100.0	True
p-tt	1607046	210	100.0	True
fe-folaat	101414	210	100.0	True
ab-be-vt	11583	210	0.0	False
s-ucrp	113	210	100.0	True
u-alb-mi	617799	210	0.0	False
pt-gfre-cg	605111	209	0.0	False
oma-crp	10011093	209	0.0	False
s-kalsium,ionisoitunutph7.4korjattu	10299	208	0.0	False
u-albumiini-kreatiniini-suhde,osatutk.	4511	208	0.0	False
zb-emäsylimäärä	11453	208	0.0	False
pika-crp	100001	208	0.0	False
p-na-vt	11375	208	100.0	True
s-ige	1673	208	99.97	True
s-antitry	1038	207	100.0	True
s-lh	2265	207	56.83	True
ihopisto	5594689	206	0.0	False
s-psa-suh	602612	206	100.0	True
s-van	3003277	205	100.0	True
b-erblast	1602870	204	100.0	True
fp-kol	609270	204	100.0	True
s-anaab	618256	204	100.0	True
p-kol	3663262	203	0.0	False
u-epit	10017268	203	0.0	False
p-tfr	603658	203	100.0	True
b-crp-v	1217	202	100.0	True
s-clteab	2738	202	100.0	True
p-psa-v	2635178	202	0.0	False
u-eryt	10017288	202	0.0	False
fs-ace	3001092	202	100.0	True
s-kalsium,ionisoitunut,aktuaali	11564	202	100.0	True
u-lier	10017269	201	0.0	False
u-baktb	0576	201	0.0	False
c-reaktiivinenproteiini,tk:ntekemä	462	201	0.0	False
ab-emäsylimäärä	0063	201	100.0	True
u-eryt	602095	201	0.0	False
pt-glomerulussuodosnopeus	10110	201	0.0	False
b-hb-vt	652	201	100.0	True
ca-ion	602206	201	100.0	True
u-prot	602094	201	0.0	False
u-leukb	0575	201	0.0	False
ca++/7.40	602204	201	100.0	True
p-myogl	605265	201	100.0	True
p-psa-v	3946038	200	100.0	True
u-tutk-1,ph	1605276_4	200	0.0	False
p-ferrit	613961	199	100.0	True
p-alb	604891	199	100.0	True
oma-kol	609397	199	0.0	False
s-afos	1046	199	99.6	True
cu-alb	602630	199	100.0	True
fp-c-pept	6369	199	100.0	True
ph,seerumista	11554	198	0.0	False
u-na	1002386	198	100.0	True
